2	2	4	1	2	-80	20	-50	0	0.548200000000000	0.300523240000000	30.189700000000000	45.236274000000000	12	0	24.724048880000000	24.994479890000000	1396.473804000000000	1635.588700000000000	2239.758333000000000	2111.718387000000000	4.110232422000000	11.952943580000000	341	4	-0.204000000000000
1	1	2	4	4	-70	40	-60	0	1.258400000000000	1.583570560000000	58.984600000000000	59.583032000000000	12	1	39.920643850000000	34.786978450000000	2190.451909000000000	2598.827602000000000	3675.473859000000000	3150.763515000000000	5.825965214000000	12.119993110000000	544	7	-1.354000000000000
1	1	2	4	4	-70	0	-60	0	1.258400000000000	1.583570560000000	58.984600000000000	59.583032000000000	12	1	39.920643850000000	34.786978450000000	2190.451909000000000	2598.827602000000000	3675.473859000000000	3150.763515000000000	5.825965214000000	12.119993110000000	544	7	-1.573000000000000
1	1	2	4	4	-70	-40	-60	0	1.258400000000000	1.583570560000000	58.984600000000000	59.583032000000000	12	1	39.920643850000000	34.786978450000000	2190.451909000000000	2598.827602000000000	3675.473859000000000	3150.763515000000000	5.825965214000000	12.119993110000000	544	7	-1.624000000000000
3	1	5.600000000000000	2	2	-80	20	-40	0	-0.469700000000000	0.220618090000000	50.703700000000000	45.877653000000000	6	0	28.775031090000000	25.627456730000000	1052.167140000000000	1153.465021000000000	1437.390376000000000	1326.783204000000000	3.533811768000000	9.867229754000000	398	6	-0.556000000000000
3	2	4	2	4	-80	20	-40	0	-0.469700000000000	0.220618090000000	50.703700000000000	45.877653000000000	6	0	28.775031090000000	25.627456730000000	1052.167140000000000	1153.465021000000000	1437.390376000000000	1326.783204000000000	3.533811768000000	9.867229754000000	398	6	-0.580000000000000
3	1	5	3	3	-80	30	-50	0	-2.070900000000000	4.288626810000000	42.050100000000000	51.046653000000000	10	1	38.109601620000000	34.180173880000000	1762.964024000000000	2023.879666000000000	2789.070421000000000	2491.070432000000000	4.788599597000000	12.743752850000000	468	6	-0.544000000000000
1	1	2	4	0	-70	0	-60	0	-0.444900000000000	0.197936010000000	33.961500000000000	48.549446000000000	12	0	20.719960600000000	22.830909670000000	1523.421663000000000	1783.180133000000000	2465.072091000000000	2412.016680000000000	5.074227428000000	11.510853530000000	314	5	-1.455000000000000
1	1	2	4	0	-70	0	-140	0	-0.444900000000000	0.197936010000000	33.961500000000000	48.549446000000000	12	0	20.719960600000000	22.830909670000000	1523.421663000000000	1783.180133000000000	2465.072091000000000	2412.016680000000000	5.074227428000000	11.510853530000000	314	5	-2.249000000000000
3	2	4	0.500000000000000	0.500000000000000	-75	10	-40	0	-0.444900000000000	0.197936010000000	33.961500000000000	48.549446000000000	12	0	20.719960600000000	22.830909670000000	1523.421663000000000	1783.180133000000000	2465.072091000000000	2412.016680000000000	5.074227428000000	11.510853530000000	314	5	-0.143000000000000
1	1	5	2	1.600000000000000	-80	20	-40	0	-0.444900000000000	0.197936010000000	33.961500000000000	48.549446000000000	12	0	20.719960600000000	22.830909670000000	1523.421663000000000	1783.180133000000000	2465.072091000000000	2412.016680000000000	5.074227428000000	11.510853530000000	314	5	-1.700000000000000
3	1	5	2	2	-80	20	-50	0	-0.444900000000000	0.197936010000000	33.961500000000000	48.549446000000000	12	0	20.719960600000000	22.830909670000000	1523.421663000000000	1783.180133000000000	2465.072091000000000	2412.016680000000000	5.074227428000000	11.510853530000000	314	5	-1.076000000000000
2	1	5.400000000000000	4	6	-90	40	-100	0	-1.905800000000000	3.632073640000000	61.976700000000000	45.405032000000000	0	0	19.494429640000000	22.329183580000000	1467.805093000000000	1808.681205000000000	2711.170483000000000	2255.079081000000000	5.078182942000000	11.166526130000000	241	10	-2.614000000000000
3	1	5	2	2	-80	20	-40	0	-1.519500000000000	2.308880250000000	50.887700000000000	52.715446000000000	9	0	27.043367710000000	30.159277570000000	1720.944647000000000	2109.566178000000000	3139.235975000000000	2093.100543000000000	5.181453096000000	9.863628554000000	556	5	-1.083000000000000
2	2	4	1	0.500000000000000	-80	20	-40	0	1.207200000000000	1.457331840000000	57.287400000000000	50.536618000000000	6	0	27.072930210000000	22.450316440000000	1470.785216000000000	1730.145145000000000	2323.717132000000000	2313.532914000000000	6.164550192000000	12.432693740000000	269	4	-0.575000000000000
3	1	5.400000000000000	2	3	-80	40	-40	0	1.207200000000000	1.457331840000000	57.287400000000000	50.536618000000000	6	0	27.072930210000000	22.450316440000000	1470.785216000000000	1730.145145000000000	2323.717132000000000	2313.532914000000000	6.164550192000000	12.432693740000000	269	4	-0.398000000000000
2	1	5.400000000000000	2	3	-80	20	-60	0	1.207200000000000	1.457331840000000	57.287400000000000	50.536618000000000	6	0	27.072930210000000	22.450316440000000	1470.785216000000000	1730.145145000000000	2323.717132000000000	2313.532914000000000	6.164550192000000	12.432693740000000	269	4	-0.870000000000000
3	2	4	0.500000000000000	0.500000000000000	-75	10	-40	0	-1.769900000000000	3.132546010000000	76.825600000000000	65.846411000000000	9	0	36.265372450000000	38.627160040000000	2193.124256000000000	2625.009584000000000	3773.461037000000000	3225.978268000000000	4.112601753000000	10.568995270000000	920	9	-0.114000000000000
1	1	5	2	1.600000000000000	-80	20	-40	0	-1.582800000000000	2.505255840000000	49.661100000000000	56.150653000000000	15	0	32.897777650000000	35.152645100000000	1815.314227000000000	2157.019595000000000	3078.605257000000000	2824.663030000000000	4.999869562000000	9.936100000000000	705	4	-1.004000000000000
3	1	4	2	2	-80	20	-50	0	-1.582800000000000	2.505255840000000	49.661100000000000	56.150653000000000	15	0	32.897777650000000	35.152645100000000	1815.314227000000000	2157.019595000000000	3078.605257000000000	2824.663030000000000	4.999869562000000	9.936100000000000	705	4	-0.196000000000000
1	1	2	0.500000000000000	0.500000000000000	-80	40	-85	0	-0.853100000000000	0.727779610000000	57.348200000000000	58.581376000000000	6	0	25.268898670000000	24.771650930000000	1254.109598000000000	1327.666596000000000	1538.203487000000000	1268.332245000000000	3.673667600000000	9.192401450000000	592	11	1.721000000000000
1	1	2	0.500000000000000	0.500000000000000	-80	0	-85	0	-0.853100000000000	0.727779610000000	57.348200000000000	58.581376000000000	6	0	25.268898670000000	24.771650930000000	1254.109598000000000	1327.666596000000000	1538.203487000000000	1268.332245000000000	3.673667600000000	9.192401450000000	592	11	1.406000000000000
