1	1	2	0.500000000000000	2	-80	40	-70	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	-0.041000000000000
1	1	2	0.500000000000000	2	-80	0	-70	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	-0.342000000000000
3	2	4	0.400000000000000	0.400000000000000	-75	10	-40	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	1.551000000000000
3	1	4	2	2	-80	20	-50	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	1.602000000000000
3	1	5.100000000000000	2	0	-80	20	-50	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	1.201000000000000
2	1	4	0.400000000000000	0.400000000000000	-80	20	-40	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	1.824000000000000
2	2	4	1	0.500000000000000	-80	20	-40	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	1.569000000000000
3	2	4	2	2	-80	20	-50	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	1.585000000000000
3	2	5	3	4	-80	0	-50	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	0.759000000000000
3	2	4	0.500000000000000	0.500000000000000	-75	10	-40	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	1.572000000000000
2	1	5	2	2	-80	20	-40	0	-0.566200000000000	0.320582440000000	47.020300000000000	57.737239000000000	12	0	37.123912420000000	31.696285500000000	1695.769293000000000	1945.307473000000000	2631.931576000000000	1977.627776000000000	4.009478087000000	10.582680230000000	721	7	1.495000000000000
3	1	5	0.400000000000000	0.400000000000000	-80	80	-60	0	-0.714800000000000	0.510939040000000	37.203300000000000	51.636239000000000	12	0	21.359980300000000	24.332363870000000	1826.777914000000000	2270.510788000000000	3512.974532000000000	3130.042077000000000	5.137861327000000	13.250224470000000	337	5	-0.914000000000000
1	1	5	0.400000000000000	0.400000000000000	-80	80	-60	0	-0.714800000000000	0.510939040000000	37.203300000000000	51.636239000000000	12	0	21.359980300000000	24.332363870000000	1826.777914000000000	2270.510788000000000	3512.974532000000000	3130.042077000000000	5.137861327000000	13.250224470000000	337	5	-1.465000000000000
1	1	2	4	2	-70	40	-60	0	-0.714800000000000	0.510939040000000	37.203300000000000	51.636239000000000	12	0	21.359980300000000	24.332363870000000	1826.777914000000000	2270.510788000000000	3512.974532000000000	3130.042077000000000	5.137861327000000	13.250224470000000	337	5	-1.639000000000000
1	1	2	4	2	-70	-40	-60	0	-0.714800000000000	0.510939040000000	37.203300000000000	51.636239000000000	12	0	21.359980300000000	24.332363870000000	1826.777914000000000	2270.510788000000000	3512.974532000000000	3130.042077000000000	5.137861327000000	13.250224470000000	337	5	-1.597000000000000
